QCode,Mean,SolutionID,Distance,NumSolutions,MeanSuccess,SolutionIDSuccess,DistSuccess,NumSuccess,MeanWrong,SolutionIDWrong,DistWrong,NumWrong,MeanError,SolutionIDError,DistError,NumError
QCode,Mean,SolutionID,Distance,NumSolutions,MeanSuccess,SolutionIDSuccess,DistSuccess,NumSuccess,MeanWrong,SolutionIDWrong,DistWrong,NumWrong,MeanError,SolutionIDError,DistError,NumError
